Stimulus,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z
K,0.009046093560755253,0.005326747894287109,0.00534509401768446,0.002024981891736388,0.008547683246433735,0.021347692236304283,0.008278370834887028,0.012978465296328068,0.022374114021658897,0.01178556215018034,0.3513363003730774,0.013202308677136898,0.00748475082218647,0.028319166973233223,0.0014030596939846873,0.015640517696738243,0.0034769712947309017,0.05113113671541214,0.011880631558597088,0.019973663613200188,0.004799130838364363,0.02592044323682785,0.025016698986291885,0.16708990931510925,0.10967598855495453,0.05659452825784683
L,0.00919426791369915,0.006745774298906326,0.011702073737978935,0.0055223191156983376,0.01782660000026226,0.005667360499501228,0.007953089661896229,0.02493947558104992,0.1599167436361313,0.04983522370457649,0.013061422854661942,0.5184081792831421,0.003926162142306566,0.010946670547127724,0.006746097467839718,0.005240593571215868,0.006288426928222179,0.009797176346182823,0.011094066314399242,0.0442657433450222,0.019614839926362038,0.008630350232124329,0.009842422790825367,0.00572199746966362,0.009470608085393906,0.017642349004745483
M,0.01578395999968052,0.016148872673511505,0.0018973045516759157,0.005980950780212879,0.003246511332690716,0.007045433856546879,0.007028209511190653,0.15323466062545776,0.012523924000561237,0.01694159395992756,0.050085004419088364,0.008060965687036514,0.37630125880241394,0.08339835703372955,0.003630835097283125,0.01463661901652813,0.010885042138397694,0.06011543422937393,0.008343827910721302,0.018494080752134323,0.01869150437414646,0.009057127870619297,0.0455024391412735,0.02728806622326374,0.02073475904762745,0.004943272564560175
N,0.016175705939531326,0.013218087144196033,0.0047425017692148685,0.004557432606816292,0.00459103100001812,0.006187411490827799,0.007260018959641457,0.030512003228068352,0.01022940594702959,0.012283742427825928,0.09907515347003937,0.009815474040806293,0.035628389567136765,0.44762319326400757,0.0023994059301912785,0.003584017278626561,0.008541877381503582,0.10515345633029938,0.014810912311077118,0.012107618153095245,0.010012044571340084,0.015248281881213188,0.030000947415828705,0.05465167760848999,0.038352031260728836,0.003238191595301032
O,0.007181453984230757,0.021650755777955055,0.09211128205060959,0.10670758038759232,0.005208459682762623,0.0038946224376559258,0.1553409993648529,0.0034785328898578882,0.0019892160780727863,0.012295465916395187,0.0026276232674717903,0.003735917853191495,0.0017058365046977997,0.005406439304351807,0.3369835317134857,0.018973996862769127,0.13987195491790771,0.018397845327854156,0.023807799443602562,0.0027545997872948647,0.01857019029557705,0.0024795031640678644,0.0034059062600135803,0.0014490241883322597,0.004322802182286978,0.00564866978675127
P,0.017684699967503548,0.022822773084044456,0.015548675321042538,0.03178532421588898,0.015292758122086525,0.08175208419561386,0.016651839017868042,0.022111276164650917,0.004835986997932196,0.015605580061674118,0.007701586931943893,0.006650458090007305,0.007400563918054104,0.007307860534638166,0.015631569549441338,0.5492781400680542,0.007906526327133179,0.0860697403550148,0.01654978096485138,0.007881482131779194,0.015027368441224098,0.003340078517794609,0.005341688636690378,0.0034603450912982225,0.006464782636612654,0.009897042065858841
Q,0.005476298741996288,0.015492957085371017,0.09477590024471283,0.0717143565416336,0.005717335268855095,0.0029599370900541544,0.19423183798789978,0.0032601540442556143,0.0027894789818674326,0.009480595588684082,0.0034039602614939213,0.004542389884591103,0.0013598892837762833,0.006862140726298094,0.25479087233543396,0.007541614584624767,0.23282630741596222,0.016022132709622383,0.02246836945414543,0.0028213418554514647,0.021128172054886818,0.004278196487575769,0.0045517925173044205,0.0014378264313563704,0.004349556285887957,0.005716572981327772
R,0.027072427794337273,0.03157087042927742,0.011534768156707287,0.017733853310346603,0.01876640133559704,0.03217921033501625,0.05501575022935867,0.033327773213386536,0.01003828551620245,0.014539343304932117,0.020922627300024033,0.006543439347296953,0.015382270328700542,0.030308714136481285,0.023152414709329605,0.1147177591919899,0.03709324449300766,0.37746262550354004,0.03592250868678093,0.011116443201899529,0.02275807224214077,0.004087317734956741,0.011655878275632858,0.012428591027855873,0.01753775216639042,0.007131690159440041
S,0.008942458778619766,0.07371459156274796,0.04235402122139931,0.015354323200881481,0.06307106465101242,0.017570380121469498,0.20196765661239624,0.007015615236014128,0.010628405027091503,0.0125488992780447,0.021161699667572975,0.009429540485143661,0.005328602157533169,0.017522724345326424,0.018761858344078064,0.020725209265947342,0.027185745537281036,0.09063930809497833,0.27402836084365845,0.009211704134941101,0.011005187407135963,0.009751461446285248,0.007438617758452892,0.00708258431404829,0.008375640027225018,0.009184356778860092
T,0.003010651096701622,0.0026040126103907824,0.002380168531090021,0.0016561831580474973,0.006169696804136038,0.07205720245838165,0.001521124504506588,0.01505960151553154,0.1707604080438614,0.032542627304792404,0.005474874749779701,0.032091137021780014,0.003230353584513068,0.01239699311554432,0.006438841111958027,0.024903645738959312,0.0003942865878343582,0.01453410740941763,0.004617099184542894,0.4978238642215729,0.007013110443949699,0.010059239342808723,0.0005797084304504097,0.01010548323392868,0.037181638181209564,0.025393914431333542
U,0.0024082057643681765,0.007408970035612583,0.014423386193811893,0.021130889654159546,0.002718219766393304,0.005300617311149836,0.03716607764363289,0.016608549281954765,0.003827496897429228,0.02214711345732212,0.0062976558692753315,0.019293788820505142,0.01687745377421379,0.02467072382569313,0.02598397620022297,0.006927609443664551,0.018862269818782806,0.01680087298154831,0.008026755414903164,0.010723337531089783,0.5753401517868042,0.04873751103878021,0.07257581502199173,0.0022267450112849474,0.009789424948394299,0.003726395545527339
V,0.0016794842667877674,0.003971091005951166,0.002172490581870079,0.005672415252774954,0.002142803743481636,0.014522046782076359,0.0047462922520935535,0.004349859897047281,0.014880555681884289,0.0226458590477705,0.019045261666178703,0.006180110853165388,0.005442451220005751,0.025366883724927902,0.0051239244639873505,0.011078217066824436,0.00526295555755496,0.01801217533648014,0.00662741856649518,0.01705857925117016,0.05102916061878204,0.48718586564064026,0.04155968129634857,0.022670825943350792,0.1909024715423584,0.010671098716557026
W,0.03364047780632973,0.016629675403237343,0.002138228388503194,0.006785010453313589,0.0023912449833005667,0.013562197797000408,0.008425937965512276,0.07682880759239197,0.007844734005630016,0.013658600859344006,0.14674796164035797,0.008454430848360062,0.0941241979598999,0.07821930199861526,0.0033089499920606613,0.015289767645299435,0.0120422737672925,0.11373788118362427,0.013570229522883892,0.0061353580094873905,0.020040763542056084,0.010457822121679783,0.1724926382303238,0.09154048562049866,0.024087311699986458,0.007845698855817318
X,0.003169194795191288,0.0029259975999593735,0.0014050692552700639,0.0013483917573466897,0.0014360310742631555,0.005709127057343721,0.0018305706325918436,0.00342482328414917,0.016177738085389137,0.013447201810777187,0.08814571797847748,0.005768075585365295,0.005294049624353647,0.02395663410425186,0.0008082350250333548,0.006044959183782339,0.0012716864002868533,0.025675812736153603,0.0094029251486063,0.016230178996920586,0.0019595520570874214,0.035671934485435486,0.013611901551485062,0.47915545105934143,0.19783559441566467,0.038293179124593735
Y,0.0015935658011585474,0.002347345696762204,0.000538608874194324,0.002813835861161351,0.0013230362674221396,0.015746405348181725,0.0013962623197585344,0.0069266497157514095,0.025753015652298927,0.020960666239261627,0.011945491656661034,0.006052885204553604,0.002491932362318039,0.023495981469750404,0.006707196123898029,0.024493034929037094,0.0012921849265694618,0.008834945037961006,0.00543478038161993,0.03462648391723633,0.009236402809619904,0.04834993928670883,0.010654725134372711,0.05506068095564842,0.6069614291191101,0.06496249884366989
Z,0.008831904269754887,0.0024157490115612745,0.00253892969340086,0.00482872175052762,0.005660844035446644,0.007296670228242874,0.003262740559875965,0.004654747433960438,0.01722783036530018,0.03188186138868332,0.015432417392730713,0.011235297657549381,0.0034918973688036203,0.0049976808950304985,0.0020846358966082335,0.013006809167563915,0.0015984033234417439,0.006058109924197197,0.013043081387877464,0.01620960235595703,0.0011893627233803272,0.006102847401052713,0.007338135037571192,0.02515968307852745,0.05426198989152908,0.7301900386810303
