Stimulus,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z
L,0.009714800864458084,0.0068643661215901375,0.019335037097334862,0.007143733557313681,0.02252771332859993,0.00665688794106245,0.01152400765568018,0.01915127784013748,0.14852455258369446,0.05077650025486946,0.0161735862493515,0.5075332522392273,0.0028357477858662605,0.012121820822358131,0.0062269894406199455,0.007000090554356575,0.006421304773539305,0.009392857551574707,0.010159016586840153,0.042026713490486145,0.021079787984490395,0.00999042671173811,0.011934032663702965,0.005670751444995403,0.011462783440947533,0.017751960083842278
M,0.012520435266196728,0.011419098824262619,0.005955930333584547,0.00509650306776166,0.006243606097996235,0.011084692552685738,0.0072501422837376595,0.14044074714183807,0.009627494029700756,0.014237589202821255,0.05408720299601555,0.006683859974145889,0.37824663519859314,0.07954506576061249,0.007082621566951275,0.019219890236854553,0.006838276516646147,0.06835749000310898,0.008141190744936466,0.022760625928640366,0.018471919000148773,0.008517791517078876,0.04289766773581505,0.03164423257112503,0.020233966410160065,0.003395319916307926
N,0.01727219857275486,0.01523302961140871,0.0038084439001977444,0.008503420278429985,0.0034715794026851654,0.004579785745590925,0.009534575045108795,0.03646489977836609,0.007766026072204113,0.013140732422471046,0.10270852595567703,0.011062098667025566,0.03806065768003464,0.4260353744029999,0.004467469174414873,0.00885093118995428,0.005740569904446602,0.10395172983407974,0.015051634982228279,0.008817185647785664,0.007945011369884014,0.0164108257740736,0.02998987026512623,0.05966852232813835,0.03570074588060379,0.005764154717326164
O,0.004574303515255451,0.02592182345688343,0.09075792878866196,0.12174065411090851,0.0042888810858130455,0.004619311541318893,0.15154489874839783,0.003915489185601473,0.003725767834112048,0.01363652478903532,0.0030743174720555544,0.004128878936171532,0.0013472166610881686,0.005551311187446117,0.3235267400741577,0.02314193919301033,0.13167837262153625,0.01970888301730156,0.024565255269408226,0.0032635077368468046,0.017489271238446236,0.0024197089951485395,0.0034788320772349834,0.0017525418661534786,0.004486804362386465,0.005660857539623976
P,0.020651914179325104,0.01865684986114502,0.013982259668409824,0.03278645500540733,0.014759545214474201,0.08477815240621567,0.014016603119671345,0.02593662030994892,0.008250892162322998,0.014649521559476852,0.00837553571909666,0.006199599709361792,0.00850685965269804,0.009386610239744186,0.01297991443425417,0.534053385257721,0.00563767971470952,0.08293692022562027,0.017353935167193413,0.0124119333922863,0.013941474258899689,0.006130495574325323,0.007230138406157494,0.0031519883777946234,0.014361622743308544,0.008873156271874905
Q,0.0051693725399672985,0.014747102744877338,0.10266885906457901,0.07763686776161194,0.003851962508633733,0.002351478673517704,0.19087578356266022,0.003256523981690407,0.0028766507748514414,0.008944280445575714,0.0029758322052657604,0.005601666402071714,0.001159504521638155,0.00562779325991869,0.24838897585868835,0.005019031930714846,0.2313939481973648,0.015327590517699718,0.026842717081308365,0.002005212474614382,0.022237122058868408,0.004531075246632099,0.0044500092044472694,0.0020210740622133017,0.0035824456717818975,0.006457173731178045
R,0.028041446581482887,0.033478669822216034,0.01448126696050167,0.02343718521296978,0.013083145953714848,0.030088739469647408,0.0441938191652298,0.04908597841858864,0.009811799973249435,0.012136586010456085,0.031109001487493515,0.006324633024632931,0.019171465188264847,0.03282174840569496,0.023358557373285294,0.10558535903692245,0.036109402775764465,0.3634449243545532,0.036929432302713394,0.011603860184550285,0.009861358441412449,0.008434319868683815,0.0139122623950243,0.015953630208969116,0.016684994101524353,0.010856438428163528
S,0.012534728273749352,0.08027844876050949,0.03570802882313728,0.014416463673114777,0.06422296911478043,0.017240356653928757,0.1978294402360916,0.0069132642820477486,0.016640441492199898,0.01160657312721014,0.01633228361606598,0.009948212653398514,0.0029352130368351936,0.02222706377506256,0.01767272874712944,0.014256919734179974,0.029999621212482452,0.08979438990354538,0.27107954025268555,0.017441406846046448,0.008057757280766964,0.00758401770144701,0.004585470072925091,0.009519410319626331,0.01152778510004282,0.009647461585700512
T,0.0027430253103375435,0.003128312760964036,0.004475661087781191,0.0026113849598914385,0.0055145700462162495,0.07342544943094254,0.0032618006225675344,0.012191309593617916,0.16572001576423645,0.033428750932216644,0.0076772114261984825,0.026911746710538864,0.0037517091259360313,0.013092097826302052,0.003141131717711687,0.03132040798664093,0.0015513545367866755,0.01422048732638359,0.004004454705864191,0.47567853331565857,0.007255588658154011,0.012564603239297867,0.0033013815991580486,0.008936731144785881,0.053635526448488235,0.026456773281097412
U,0.00470276502892375,0.011435337364673615,0.014652584679424763,0.02425912395119667,0.0031665880233049393,0.004446734674274921,0.03543904796242714,0.01973969303071499,0.007717594038695097,0.028201689943671227,0.009458964690566063,0.017671816051006317,0.0164535753428936,0.026732979342341423,0.02708619274199009,0.011300452053546906,0.018678562715649605,0.015368927270174026,0.005341881886124611,0.007099353242665529,0.5543224215507507,0.046336814761161804,0.07182075083255768,0.004936354234814644,0.011828598566353321,0.001801174832507968
V,0.002710870001465082,0.0026193000376224518,0.002989859553053975,0.004325498826801777,0.0018265306716784835,0.014702776446938515,0.004805937875062227,0.006194552406668663,0.02310442179441452,0.02365879714488983,0.021803269162774086,0.008167392574250698,0.004428524523973465,0.025095639750361443,0.004585545044392347,0.016317591071128845,0.002619072562083602,0.017358526587486267,0.004612240940332413,0.015610622242093086,0.04789290577173233,0.47021716833114624,0.041834089905023575,0.027426406741142273,0.1945929229259491,0.010499533265829086
W,0.03146833926439285,0.014630598947405815,0.003957260400056839,0.009043526835739613,0.003859573043882847,0.0088240010663867,0.011362751945853233,0.07318685203790665,0.006775321904569864,0.015233680605888367,0.13787195086479187,0.009678027592599392,0.09272497147321701,0.09021444618701935,0.009037003852427006,0.019528046250343323,0.008350968360900879,0.11285322159528732,0.008071689866483212,0.00780497444793582,0.030160054564476013,0.017735930159687996,0.1651812195777893,0.08617426455020905,0.019104596227407455,0.007166688330471516
X,0.005532890558242798,0.0032477332279086113,0.0017577084945514798,0.0014303872594609857,0.005335026886314154,0.007703191600739956,0.0031190330628305674,0.005230939947068691,0.013817356899380684,0.01731383055448532,0.09107401967048645,0.007578155025839806,0.007156321778893471,0.025108717381954193,0.0012423041043803096,0.006292728241533041,0.0012201915960758924,0.025467630475759506,0.007948892191052437,0.013024657964706421,0.002789687132462859,0.03435236215591431,0.011068666353821754,0.46560707688331604,0.19194945693016052,0.043631020933389664
Y,0.0017685694620013237,0.0024502924643456936,0.0022734887897968292,0.0033106061164289713,0.0016409421805292368,0.023789452388882637,0.002745669800788164,0.0067112562246620655,0.02723846770823002,0.022740114480257034,0.014186831191182137,0.007830215618014336,0.004359063226729631,0.018348490819334984,0.0037272535264492035,0.022725222632288933,0.0019439075840637088,0.010285134427249432,0.0028679550159722567,0.04493133723735809,0.011285056360065937,0.051459308713674545,0.01025319006294012,0.05378379300236702,0.5865880846977234,0.060756273567676544
Z,0.00952746719121933,0.005843648221343756,0.003993598744273186,0.004204902332276106,0.008986540138721466,0.00890605989843607,0.0046539283357560635,0.005241367034614086,0.017648449167609215,0.03204711154103279,0.01288695354014635,0.012945776805281639,0.0017015268094837666,0.005093312822282314,0.0032216855324804783,0.0064386893063783646,0.002406659536063671,0.010687610134482384,0.01301517989486456,0.015701554715633392,0.002535721054300666,0.007891214452683926,0.0034619723446667194,0.0269655492156744,0.053763024508953094,0.7202304601669312
